Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
4358 : 	Y x.x.x	- xxxxx	13	20	16	23	17	45	6	19	3	7	37	10	x.xxx	xxx.x	.	.	.
4359 : 	E x....	R .x.x.	14	21	17	24	18	46	6	19	3	7	37	10	..xxx	xxx.x	x	.	x
4360 : 	H ..x.x	E x....	15	22	18	25	19	47	7	20	4	8	38	11	..xx.	x..xx	x	x	x
4361 : 	+ xx.xx	K xxxx.	16	23	19	26	20	48	8	21	5	9	39	12	.x.xx	.xxx.	.	.	x
4362 : 	A xx...	O ...xx	17	24	20	1	21	49	8	22	6	10	40	13	....x	xx.x.	.	.	.
4363 : 	H ..x.x	R .x.x.	18	25	21	2	22	50	8	22	6	10	40	13	x.x.x	xx.x.	x	.	x
4364 : 	3 ...x.	D x..x.	19	26	22	3	23	51	9	23	7	11	41	14	..xx.	x.xx.	x	x	x
4365 : 	L .x..x	E x....	20	27	23	4	1	52	10	24	8	12	42	15	x..x.	.x.xx	.	.	x
4366 : 	D x..x.	+ xx.xx	21	28	24	5	2	53	10	25	9	13	43	16	xxx.x	x.x..	.	.	x
4367 : 	U xxx..	+ xx.xx	22	29	25	6	3	54	10	26	10	14	44	17	.xx..	.x.xx	.	.	.
4368 : 	H ..x.x	. ..x..	23	30	26	7	4	55	10	26	10	14	44	17	.x.x.	.x.xx	x	.	.
4369 : 	. ..x..	- xxxxx	24	31	27	8	5	56	11	26	10	14	44	17	x....	.x.xx	x	x	x
4370 : 	/ .....	- xxxxx	25	1	28	9	6	57	12	27	11	15	45	18	.xxxx	x....	.	.	x
4371 : 	L .x..x	G .x.xx	26	2	29	10	7	58	12	28	12	16	46	19	.xxx.	.xx..	.	.	.
4372 : 	X x.xxx	R .x.x.	27	3	1	11	8	59	12	28	12	16	46	19	x...x	.xx..	.	.	.
4373 : 	K xxxx.	O ...xx	28	4	2	12	9	60	12	28	12	16	46	19	x...x	.xx..	.	.	x
4374 : 	W xx..x	S x.x..	29	5	3	13	10	61	12	29	13	17	47	20	.xxx.	...xx	x	.	x
4375 : 	Z x...x	S x.x..	30	6	4	14	11	1	13	30	14	18	48	21	xxx..	xx..x	x	x	x
4376 : 	W xx..x	T ....x	31	7	5	15	12	2	14	31	15	19	49	22	.xx.x	x.x.x	x	.	.
4377 : 	X x.xxx	E x....	32	8	6	16	13	3	15	31	15	19	49	22	x..x.	x.x.x	x	.	.
4378 : 	E x....	+ xx.xx	33	9	7	17	14	4	16	31	15	19	49	22	xxxx.	x.x.x	.	x	x
4379 : 	+ xx.xx	+ xx.xx	34	10	8	18	15	5	16	32	16	20	50	23	.xx..	.xx..	x	x	x
4380 : 	. ..x..	. ..x..	35	11	9	19	16	6	17	33	17	21	51	24	x...x	x...x	.	.	.
4381 : 	P .xx.x	- xxxxx	36	12	10	20	17	7	17	33	17	21	51	24	...xx	x...x	x	.	x
4382 : 	Y x.x.x	- xxxxx	37	13	11	21	18	8	18	34	18	22	52	25	x.x.x	xxxxx	x	x	x
4383 : 	V .xxxx	C .xxx.	38	14	12	22	19	9	19	35	19	23	53	26	xx...	xx..x	.	.	x
4384 : 	X x.xxx	O ...xx	39	15	13	23	20	10	19	36	20	24	1	27	x..xx	..xxx	.	.	.
4385 : 	+ xx.xx	M ..xxx	40	16	14	24	21	11	19	36	20	24	1	27	xx.xx	..xxx	x	.	x
4386 : 	C .xxx.	P .xx.x	41	17	15	25	22	12	20	37	21	25	2	28	...xx	.....	x	x	x
4387 : 	P .xx.x	U xxx..	1	18	16	26	23	13	21	38	22	26	3	29	.xxx.	xxxxx	.	x	x
4388 : 	E x....	T ....x	2	19	17	1	1	14	21	39	23	27	4	30	.xx..	xxx.x	.	x	x
4389 : 	T ....x	E x....	3	20	18	2	2	15	21	40	24	28	5	31	..x.x	x.x..	x	x	x
4390 : 	X x.xxx	R .x.x.	4	21	19	3	3	16	22	41	25	29	6	32	x..x.	.xxxx	x	x	x
4391 : 	X x.xxx	M ..xxx	5	22	20	4	4	17	23	42	26	30	7	33	x..x.	...x.	.	.	x
4392 : 	/ .....	U xxx..	6	23	21	5	5	18	23	43	27	31	8	34	xxx..	.....	.	.	x
4393 : 	G .x.xx	S x.x..	7	24	22	6	6	19	23	1	28	32	9	35	x.x.x	.x.x.	.	.	.
4394 : 	A xx...	E x....	8	25	23	7	7	20	23	1	28	32	9	35	...x.	.x.x.	x	.	x
4395 : 	W xx..x	U xxx..	9	26	24	8	8	21	24	2	29	33	10	36	..x.x	.....	x	x	x
4396 : 	- xxxxx	M ..xxx	10	27	25	9	9	22	25	3	30	34	11	37	..xxx	xxxxx	x	.	x
4397 : 	Q xxx.x	+ xx.xx	11	28	26	10	10	23	26	4	31	35	12	38	.x.x.	.xx..	x	x	x
4398 : 	Q xxx.x	+ xx.xx	12	29	27	11	11	24	27	5	32	36	13	39	xx...	xxxx.	.	.	.
4399 : 	M ..xxx	. ..x..	13	30	28	12	12	25	27	5	32	36	13	39	xxx.x	xxxx.	x	.	.
4400 : 	M ..xxx	- xxxxx	14	31	29	13	13	26	28	5	32	36	13	39	..xx.	xxxx.	.	x	x
4401 : 	- xxxxx	- xxxxx	15	1	1	14	14	27	28	6	33	37	14	40	.x...	.x...	x	x	x
4402 : 	L .x..x	D x..x.	16	2	2	15	15	28	29	7	34	38	15	41	.x...	x..xx	x	.	.
4403 : 	. ..x..	E x....	17	3	3	16	16	29	30	7	34	38	15	41	..xxx	x..xx	.	x	x
4404 : 	Q xxx.x	R .x.x.	18	4	4	17	17	30	30	8	35	39	16	42	x.xxx	.....	x	x	x
4405 : 	/ .....	+ xx.xx	19	5	5	18	18	31	31	9	36	40	17	43	.xx.x	x.xx.	x	.	x
4406 : 	N ..xx.	+ xx.xx	20	6	6	19	19	32	32	10	37	41	18	44	xx...	..x.x	.	x	x
4407 : 	I .xx..	. ..x..	21	7	7	20	20	33	32	11	38	42	19	45	xxxxx	x.xxx	.	x	x
4408 : 	E x....	- xxxxx	22	8	8	21	21	34	32	12	39	43	20	46	..x.x	.x.x.	.	x	x
4409 : 	+ xx.xx	- xxxxx	23	9	9	22	22	35	32	13	40	44	21	47	.x..x	.xx.x	x	x	x
4410 : 	U xxx..	W xx..x	24	10	10	23	23	36	33	14	41	45	22	48	xx.x.	xxxxx	x	.	.
4411 : 	L .x..x	E x....	25	11	11	24	1	37	34	14	41	45	22	48	..xx.	xxxxx	.	x	x
4412 : 	R .x.x.	L .x..x	26	12	12	25	2	38	34	15	42	46	23	49	...xx	.....	.	x	x
4413 : 	B x..xx	T ....x	27	13	13	26	3	39	34	16	43	47	24	50	x..x.	.....	.	x	x
4414 : 	K xxxx.	+ xx.xx	28	14	14	1	4	40	34	17	44	48	25	51	xx...	xxx.x	.	x	x
4415 : 	J xx.x.	+ xx.xx	29	15	15	2	5	41	34	18	45	49	26	52	.....	....x	x	x	x
4416 : 	T ....x	. ..x..	30	16	16	3	6	42	35	19	46	50	27	53	xxxxx	xx.x.	x	.	x
4417 : 	M ..xxx	- xxxxx	31	17	17	4	7	43	36	20	47	51	28	54	..xx.	xxxx.	x	x	x
4418 : 	M ..xxx	- xxxxx	32	18	18	5	8	44	37	21	1	1	29	55	xxx.x	..x.x	x	.	x
4419 : 	J xx.x.	B x..xx	33	19	19	6	9	45	1	22	2	2	30	56	xx..x	x....	.	x	x
4420 : 	P .xx.x	E x....	34	20	20	7	10	46	1	23	3	3	31	57	...x.	xxxxx	x	x	x
4421 : 	3 ...x.	S x.x..	35	21	21	8	11	47	2	24	4	4	32	58	x.x..	...x.	x	.	x
4422 : 	N ..xx.	U xxx..	36	22	22	9	12	48	3	25	5	5	33	59	..xxx	xxx.x	.	x	x
4423 : 	U xxx..	C .xxx.	37	23	23	10	13	49	3	26	6	6	34	1	xx.x.	.x...	.	x	x
4424 : 	N ..xx.	H ..x.x	38	24	24	11	14	50	3	27	7	7	35	2	x.x..	x.xxx	x	x	x
4425 : 	- xxxxx	T ....x	39	25	25	12	15	51	4	28	8	8	36	3	x.x..	.x.x.	x	x	x
4426 : 	P .xx.x	+ xx.xx	40	26	26	13	16	52	5	29	9	9	37	4	x..xx	..x.x	.	x	x
4427 : 	/ .....	+ xx.xx	41	27	27	14	17	53	5	30	10	10	38	5	....x	xx.x.	.	x	x
4428 : 	U xxx..	N ..xx.	1	28	28	15	18	54	5	31	11	11	39	6	.xx.x	x.xxx	.	x	x
4429 : 	N ..xx.	3 ...x.	2	29	29	16	19	55	5	32	12	12	40	7	.xxx.	.x.x.	x	x	x
4430 : 	M ..xxx	+ xx.xx	3	30	1	17	20	56	6	33	13	13	41	8	.x.xx	x.xxx	x	.	.
4431 : 	Q xxx.x	+ xx.xx	4	31	2	18	21	57	7	33	13	13	41	8	x...x	x.xxx	.	x	x
4432 : 	V .xxxx	4 .x...	5	1	3	19	22	58	7	34	14	14	42	9	xxx.x	xx.x.	.	x	x
4433 : 	G .x.xx	. ..x..	6	2	4	20	23	59	7	35	15	15	43	10	xxxx.	x...x	.	x	x
4434 : 	. ..x..	- xxxxx	7	3	5	21	1	60	7	36	16	16	44	11	x.x..	.xxxx	.	x	x
4435 : 	K xxxx.	- xxxxx	8	4	6	22	2	61	7	37	17	17	45	12	....x	.....	x	x	x
4436 : 	. ..x..	D x..x.	9	5	7	23	3	1	8	38	18	18	46	13	.xxx.	xx...	x	.	x
4437 : 	4 .x...	A xx...	10	6	8	24	4	2	9	39	19	19	47	14	.xxx.	xxxx.	x	x	x
4438 : 	G .x.xx	S x.x..	11	7	9	25	5	3	10	40	20	20	48	15	.x.x.	x.x.x	x	.	.
4439 : 	Q xxx.x	+ xx.xx	12	8	10	26	6	4	11	40	20	20	48	15	x..xx	x.x.x	.	x	x
4440 : 	M ..xxx	+ xx.xx	13	9	11	1	7	5	11	41	21	21	49	16	xxx..	.....	x	x	x
4441 : 	/ .....	. ..x..	14	10	12	2	8	6	12	42	22	22	50	17	.x..x	.xx.x	.	.	.
4442 : 	Z x...x	- xxxxx	15	11	13	3	9	7	12	42	22	22	50	17	...xx	.xx.x	x	.	.
4443 : 	E x....	- xxxxx	16	12	14	4	10	8	13	42	22	22	50	17	...x.	.xx.x	x	x	x
4444 : 	D x..x.	J xx.x.	17	13	15	5	11	9	14	43	23	23	51	18	.....	.x...	.	.	x
4445 : 	O ...xx	A xx...	18	14	16	6	12	10	14	1	24	24	52	19	xxx.x	..xx.	.	.	x
4446 : 	R .x.x.	H ..x.x	19	15	17	7	13	11	14	2	25	25	53	20	..xx.	.x..x	x	.	.
4447 : 	- xxxxx	R .x.x.	20	16	18	8	14	12	15	2	25	25	53	20	xxx..	.x..x	x	.	x
4448 : 	I .xx..	L .x..x	21	17	19	9	15	13	16	3	26	26	1	21	x..x.	x.xxx	.	x	x
4449 : 	3 ...x.	I .xx..	22	18	20	10	16	14	16	4	27	27	2	22	.x.xx	..x.x	.	x	x
4450 : 	Q xxx.x	C .xxx.	23	19	21	11	17	15	16	5	28	28	3	23	.xx.x	xxxx.	x	x	x
4451 : 	Y x.x.x	H ..x.x	24	20	22	12	18	16	17	6	29	29	4	24	x.x.x	..x.x	x	.	.
4452 : 	U xxx..	+ xx.xx	25	21	23	13	19	17	18	6	29	29	4	24	...x.	..x.x	.	x	x
4453 : 	M ..xxx	+ xx.xx	26	22	24	14	20	18	18	7	30	30	5	25	..x.x	xx..x	.	x	x
4454 : 	D x..x.	. ..x..	27	23	25	15	21	19	18	8	31	31	6	26	xxx.x	.x.xx	.	x	x
4455 : 	X x.xxx	- xxxxx	28	24	26	16	22	20	18	9	32	32	7	27	x..xx	xx.xx	x	x	x
4456 : 	Y x.x.x	- xxxxx	29	25	27	17	23	21	19	10	33	33	8	28	...x.	.x...	x	.	x
4457 : 	- xxxxx	U xxx..	30	26	28	18	1	22	20	11	34	34	9	29	x.x..	x.xxx	x	x	x
4458 : 	B x..xx	B x..xx	31	27	29	19	2	23	21	12	35	35	10	30	..x.x	..x.x	x	x	x
4459 : 	I .xx..	E x....	32	28	1	20	3	24	22	13	36	36	11	31	xx.x.	..xx.	.	x	x
4460 : 	O ...xx	R .x.x.	33	29	2	21	4	25	22	14	37	37	12	32	xx...	x...x	x	x	x
4461 : 	Y x.x.x	+ xx.xx	34	30	3	22	5	26	23	15	38	38	13	33	.xx..	...x.	.	.	.
4462 : 	C .xxx.	+ xx.xx	35	31	4	23	6	27	23	15	38	38	13	33	x.xxx	...x.	x	.	.
4463 : 	4 .x...	. ..x..	36	1	5	24	7	28	24	15	38	38	13	33	.xxx.	...x.	x	x	x
4464 : 	- xxxxx	I .xx..	37	2	6	25	8	29	25	16	39	39	14	34	xx.xx	.x...	.	.	.
4465 : 	D x..x.	P .xx.x	38	3	7	26	9	30	25	16	39	39	14	34	x.xxx	.x...	x	.	.
4466 : 	Z x...x	P .xx.x	39	4	8	1	10	31	26	16	39	39	14	34	x.x..	.x...	x	x	x
4467 : 	Q xxx.x	+ xx.xx	40	5	9	2	11	32	27	17	40	40	15	35	xx...	xxxx.	.	.	x
4468 : 	U xxx..	+ xx.xx	41	6	10	3	12	33	27	18	41	41	16	36	.x.xx	.xx..	.	.	.
4469 : 	N ..xx.	. ..x..	1	7	11	4	13	34	27	18	41	41	16	36	.xxx.	.xx..	.	.	.
4470 : 	B x..xx	- xxxxx	2	8	12	5	14	35	27	18	41	41	16	36	.....	.xx..	x	.	.
4471 : 	+ xx.xx	- xxxxx	3	9	13	6	15	36	28	18	41	41	16	36	.x...	.xx..	x	x	x
4472 : 	O ...xx	V .xxxx	4	10	14	7	16	37	29	19	42	42	17	37	xx.xx	x.xxx	.	.	.
4473 : 	F x.xx.	E x....	5	11	15	8	17	38	29	19	42	42	17	37	x...x	x.xxx	.	.	.
4474 : 	R .x.x.	R .x.x.	6	12	16	9	18	39	29	19	42	42	17	37	x.xxx	x.xxx	.	.	x
4475 : 	K xxxx.	A xx...	7	13	17	10	19	40	29	20	43	43	18	38	x.xx.	x....	.	.	x
4476 : 	H ..x.x	N ..xx.	8	14	18	11	20	41	29	21	44	44	19	39	.xx.x	.xxx.	x	.	x
4477 : 	O ...xx	S x.x..	9	15	19	12	21	42	30	22	45	45	20	40	....x	x.xx.	x	x	x
4478 : 	B x..xx	T ....x	10	16	20	13	22	43	31	23	46	46	21	41	.x.xx	xx..x	x	.	x
4479 : 	F x.xx.	A xx...	11	17	21	14	23	44	32	24	47	47	22	42	..x..	.x.x.	x	x	x
4480 : 	T ....x	L .x..x	12	18	22	15	1	45	33	25	1	48	23	43	xxx..	x.x..	.	.	x
4481 : 	+ xx.xx	T ....x	13	19	23	16	2	46	33	26	2	49	24	44	xx.xx	....x	x	.	.
4482 : 	+ xx.xx	U xxx..	14	20	24	17	3	47	34	26	2	49	24	44	..xx.	....x	x	x	x
4483 : 	+ xx.xx	N ..xx.	15	21	25	18	4	48	35	27	3	50	25	45	..x..	xx..x	.	.	x
4484 : 	V .xxxx	G .x.xx	16	22	26	19	5	49	35	28	4	51	26	46	.....	..x..	.	.	x
4485 : 	S x.x..	E x....	17	23	27	20	6	50	35	29	5	1	27	47	.x.xx	.xxxx	x	.	x
4486 : 	L .x..x	N ..xx.	18	24	28	21	7	51	36	30	6	2	28	48	x.x..	xx.xx	x	x	x
4487 : 	R .x.x.	+ xx.xx	19	25	29	22	8	52	37	31	7	3	29	49	..x.x	x.x..	.	.	x
4488 : 	/ .....	+ xx.xx	20	26	1	23	9	53	37	32	8	4	30	50	x..xx	.x...	.	.	x
4489 : 	T ....x	. ..x..	21	27	2	24	10	54	37	33	9	5	31	51	x..x.	x.xxx	.	.	x
4490 : 	R .x.x.	- xxxxx	22	28	3	25	11	55	37	34	10	6	32	52	.xxx.	xx.xx	x	.	x
4491 : 	. ..x..	- xxxxx	23	29	4	26	12	56	1	35	11	7	33	53	.xxxx	x.x..	x	x	x
4492 : 	N ..xx.	D x..x.	24	30	5	1	13	57	2	36	12	8	34	54	xxx..	.x...	.	.	.
4493 : 	S x.x..	U xxx..	25	31	6	2	14	58	2	36	12	8	34	54	.....	.x...	.	.	.
4494 : 	I .xx..	R .x.x.	26	1	7	3	15	59	2	36	12	8	34	54	.xxx.	.x...	.	.	x
4495 : 	F x.xx.	C .xxx.	27	2	8	4	16	60	2	37	13	9	35	55	xxxxx	..xxx	.	.	.
4496 : 	B x..xx	H ..x.x	28	3	9	5	17	61	2	37	13	9	35	55	x...x	..xxx	x	.	.
4497 : 	E x....	F x.xx.	29	4	10	6	18	1	3	37	13	9	35	55	....x	..xxx	x	x	x
4498 : 	A xx...	U xxx..	30	5	11	7	19	2	4	38	14	10	36	56	xxxx.	xx.x.	x	x	x
4499 : 	W xx..x	H ..x.x	31	6	12	8	20	3	5	39	15	11	37	57	.x..x	x.x.x	x	x	x
4500 : 	G .x.xx	R .x.x.	32	7	13	9	21	4	6	40	16	12	38	58	xx.xx	xx.x.	.	.	.
4501 : 	4 .x...	T ....x	33	8	14	10	22	5	6	40	16	12	38	58	x..xx	xx.x.	x	.	.
4502 : 	L .x..x	+ xx.xx	34	9	15	11	23	6	7	40	16	12	38	58	.x...	xx.x.	.	x	x
4503 : 	/ .....	+ xx.xx	35	10	16	12	1	7	7	41	17	13	39	59	xxx..	..xxx	x	x	x
4504 : 	R .x.x.	M ..xxx	36	11	17	13	2	8	8	42	18	14	40	1	..xxx	.x.x.	x	.	.
4505 : 	U xxx..	3 ...x.	37	12	18	14	3	9	9	42	18	14	40	1	x.x..	.x.x.	.	x	x
4506 : 	/ .....	+ xx.xx	38	13	19	15	4	10	9	43	19	15	41	2	x....	.x.xx	.	x	x
4507 : 	M ..xxx	+ xx.xx	39	14	20	16	5	11	9	1	20	16	42	3	xx.x.	..xx.	x	x	x
4508 : 	K xxxx.	4 .x...	40	15	21	17	6	12	10	2	21	17	43	4	x.xxx	....x	x	.	.
4509 : 	D x..x.	- xxxxx	41	16	22	18	7	13	11	2	21	17	43	4	.xx..	....x	.	x	x
4510 : 	. ..x..	- xxxxx	1	17	23	19	8	14	11	3	22	18	44	5	....x	xx.x.	.	x	x
4511 : 	B x..xx	Z x...x	2	18	24	20	9	15	11	4	23	19	45	6	.xxxx	.xx.x	x	x	x
4512 : 	. ..x..	U xxx..	3	19	25	21	10	16	12	5	24	20	46	7	.xx..	x.x..	x	.	.
4513 : 	- xxxxx	+ xx.xx	4	20	26	22	11	17	13	5	24	20	46	7	x....	x.x..	.	x	x
4514 : 	O ...xx	+ xx.xx	5	21	27	23	12	18	13	6	25	21	47	8	x..xx	.x.xx	.	x	x
4515 : 	N ..xx.	. ..x..	6	22	28	24	13	19	13	7	26	22	48	9	x.xx.	x.x..	.	x	x
4516 : 	/ .....	- xxxxx	7	23	29	25	14	20	13	8	27	23	49	10	xxxx.	....x	x	x	x
4517 : 	/ .....	- xxxxx	8	24	1	26	15	21	14	9	28	24	50	11	...x.	xxx.x	x	.	.
4518 : 	D x..x.	C .xxx.	9	25	2	1	16	22	15	9	28	24	50	11	....x	xxx.x	x	.	x
4519 : 	N ..xx.	O ...xx	10	26	3	2	17	23	16	10	29	25	51	12	..x.x	.....	x	x	x
4520 : 	K xxxx.	M ..xxx	11	27	4	3	18	24	17	11	30	26	52	13	..xxx	xxxx.	.	.	x
4521 : 	- xxxxx	P .xx.x	12	28	5	4	19	25	17	12	31	27	53	14	xxxx.	.xx..	x	.	x
4522 : 	R .x.x.	U xxx..	13	29	6	5	20	26	18	13	32	28	1	15	xx..x	.xxxx	.	x	x
4523 : 	E x....	T ....x	14	30	7	6	21	27	18	14	33	29	2	16	.xx.x	xxx..	x	x	x
4524 : 	S x.x..	E x....	15	31	8	7	22	28	19	15	34	30	3	17	..xxx	...xx	x	.	.
4525 : 	T ....x	R .x.x.	16	1	9	8	23	29	20	15	34	30	3	17	.x...	...xx	.	x	x
4526 : 	Z x...x	+ xx.xx	17	2	10	9	1	30	20	16	35	31	4	18	.x.x.	.....	x	x	x
4527 : 	U xxx..	+ xx.xx	18	3	11	10	2	31	21	17	36	32	5	19	x.xxx	x....	x	x	x
4528 : 	. ..x..	M ..xxx	19	4	12	11	3	32	22	18	37	33	6	20	.....	...xx	.	x	x
4529 : 	E x....	- xxxxx	20	5	13	12	4	33	22	19	38	34	7	21	xx...	x.xxx	.	x	x
4530 : 	A xx...	- xxxxx	21	6	14	13	5	34	22	20	39	35	8	22	xx.x.	xxx.x	.	x	x
4531 : 	/ .....	M ..xxx	22	7	15	14	6	35	22	21	40	36	9	23	.x..x	.xxx.	x	x	x
4532 : 	P .xx.x	E x....	23	8	16	15	7	36	23	22	41	37	10	24	..x..	xx..x	x	.	.
4533 : 	S x.x..	D x..x.	24	9	17	16	8	37	24	22	41	37	10	24	xxxxx	xx..x	.	x	x
4534 : 	E x....	I .xx..	25	10	18	17	9	38	24	23	42	38	11	25	.xxxx	x..xx	.	x	x
4535 : 	E x....	Z x...x	26	11	19	18	10	39	24	24	43	39	12	26	.....	....x	.	x	x
4536 : 	O ...xx	I .xx..	27	12	20	19	11	40	24	25	44	40	13	27	x....	xxxxx	.	x	x
4537 : 	Y x.x.x	N ..xx.	28	13	21	20	12	41	24	26	45	41	14	28	x.xxx	..x..	x	x	x
4538 : 	4 .x...	+ xx.xx	29	14	22	21	13	42	25	27	46	42	15	29	.xx..	xxxxx	x	.	x
4539 : 	3 ...x.	+ xx.xx	30	15	23	22	14	43	26	28	47	43	16	30	x....	.x..x	x	x	x
4540 : 	I .xx..	. ..x..	31	16	24	23	15	44	27	29	1	44	17	31	.xxx.	..xx.	x	.	x
4541 : 	Q xxx.x	- xxxxx	32	17	25	24	16	45	28	30	2	45	18	32	x.xxx	x.x.x	.	x	x
4542 : 	K xxxx.	- xxxxx	33	18	26	25	17	46	28	31	3	46	19	33	xx.xx	xx.x.	x	x	x
4543 : 	W xx..x	E x....	34	19	27	26	18	47	29	32	4	47	20	34	.x.xx	...x.	x	.	.
4544 : 	U xxx..	R .x.x.	35	20	28	1	19	48	30	32	4	47	20	34	x.x..	...x.	.	x	x
4545 : 	P .xx.x	S x.x..	36	21	29	2	20	49	30	33	5	48	21	35	..x.x	xxx..	.	x	x
4546 : 	M ..xxx	C .xxx.	37	22	1	3	21	50	30	34	6	49	22	36	x..xx	xx.x.	x	x	x
4547 : 	V .xxxx	H ..x.x	38	23	2	4	22	51	31	35	7	50	23	37	xx.xx	x...x	x	.	x
4548 : 	4 .x...	E x....	39	24	3	5	23	52	32	36	8	51	24	38	x.x..	.xx..	.	x	x
4549 : 	U xxx..	I .xx..	40	25	4	6	1	53	32	37	9	1	25	39	x.x..	..x..	.	x	x
4550 : 	W xx..x	N ..xx.	41	26	5	7	2	54	32	38	10	2	26	40	..xxx	xx...	.	x	x
4551 : 	F x.xx.	T ....x	1	27	6	8	3	55	32	39	11	3	27	41	.....	x.xxx	x	x	x
4552 : 	V .xxxx	+ xx.xx	2	28	7	9	4	56	33	40	12	4	28	42	.xxx.	xx.x.	x	.	x
4553 : 	Z x...x	+ xx.xx	3	29	8	10	5	57	34	41	13	5	29	43	.xxx.	..x..	.	x	x
4554 : 	S x.x..	. ..x..	4	30	9	11	6	58	34	42	14	6	30	44	xx..x	.x..x	.	x	x
4555 : 	4 .x...	- xxxxx	5	31	10	12	7	59	34	43	15	7	31	45	x....	..xxx	.	x	x
4556 : 	R .x.x.	- xxxxx	6	1	11	13	8	60	34	1	16	8	32	46	xxxxx	.x.x.	.	x	x
4557 : 	I .xx..	E x....	7	2	12	14	9	61	34	2	17	9	33	47	xx..x	..x.x	x	x	x
4558 : 	Y x.x.x	I .xx..	8	3	13	15	10	1	35	3	18	10	34	48	.....	xx..x	x	.	.
4559 : 	Q xxx.x	N ..xx.	9	4	14	16	11	2	36	3	18	10	34	48	...x.	xx..x	x	x	x
4560 : 	K xxxx.	+ xx.xx	10	5	15	17	12	3	37	4	19	11	35	49	.x.xx	.xxx.	x	.	x
4561 : 	H ..x.x	+ xx.xx	11	6	16	18	13	4	1	5	20	12	36	50	.xx..	x..x.	.	x	x
4562 : 	Q xxx.x	. ..x..	12	7	17	19	14	5	1	6	21	13	37	51	xxx..	..x.x	x	x	x
4563 : 	D x..x.	- xxxxx	13	8	18	20	15	6	2	7	22	14	38	52	x.xx.	xx.xx	.	.	.
4564 : 	P .xx.x	- xxxxx	14	9	19	21	16	7	2	7	22	14	38	52	.x..x	xx.xx	x	.	x
4565 : 	- xxxxx	U xxx..	15	10	20	22	17	8	3	8	23	15	39	53	.x..x	.x.x.	x	x	x
4566 : 	F x.xx.	M ..xxx	16	11	21	23	18	9	4	9	24	16	40	54	..xxx	x.xx.	.	x	x
4567 : 	+ xx.xx	F x.xx.	17	12	22	24	19	10	4	10	25	17	41	55	..xx.	.x.xx	.	x	x
4568 : 	W xx..x	A xx...	18	13	23	25	20	11	4	11	26	18	42	56	x..xx	x..x.	x	x	x
4569 : 	I .xx..	N ..xx.	19	14	24	26	21	12	5	12	27	19	43	57	.xxxx	..x.x	x	x	x
4570 : 	E x....	G .x.xx	20	15	25	1	22	13	6	13	28	20	44	58	x.x.x	.xxx.	.	.	.
4571 : 	U xxx..	R .x.x.	21	16	26	2	23	14	6	13	28	20	44	58	xx...	.xxx.	.	.	x
4572 : 	O ...xx	E x....	22	17	27	3	1	15	6	14	29	21	45	59	...x.	x...x	x	.	.
4573 : 	D x..x.	I .xx..	23	18	28	4	2	16	7	14	29	21	45	59	.xxxx	x...x	x	x	x
4574 : 	K xxxx.	C .xxx.	24	19	29	5	3	17	8	15	30	22	46	1	xxx..	.xx..	.	.	.
4575 : 	L .x..x	H ..x.x	25	20	1	6	4	18	8	15	30	22	46	1	.....	.xx..	.	.	.
4576 : 	Y x.x.x	+ xx.xx	26	21	2	7	5	19	8	15	30	22	46	1	...x.	.xx..	.	.	x
4577 : 	H ..x.x	+ xx.xx	27	22	3	8	6	20	8	16	31	23	47	2	x.x.x	.x.xx	x	.	x
4578 : 	N ..xx.	. ..x..	28	23	4	9	7	21	9	17	32	24	48	3	xxxx.	xxx..	x	x	x
4579 : 	Z x...x	- xxxxx	29	24	5	10	8	22	10	18	33	25	49	4	..xxx	.x..x	x	.	.
4580 : 	M ..xxx	- xxxxx	30	25	6	11	9	23	11	18	33	25	49	4	x...x	.x..x	x	x	x
4581 : 	U xxx..	I .xx..	31	26	7	12	10	24	12	19	34	26	50	5	..x..	x.x..	.	.	x
4582 : 	R .x.x.	L .x..x	32	27	8	13	11	25	12	20	35	27	51	6	x.xx.	x.x.x	x	.	x
4583 : 	F x.xx.	L .x..x	33	28	9	14	12	26	13	21	36	28	52	7	xx..x	..xx.	.	x	x
4584 : 	T ....x	U xxx..	34	29	10	15	13	27	13	22	37	29	53	8	.x...	x.x.x	x	x	x
4585 : 	A xx...	S x.x..	35	30	11	16	14	28	14	23	38	30	1	9	xxxx.	x..x.	x	.	.
4586 : 	Z x...x	T ....x	36	31	12	17	15	29	15	23	38	30	1	9	...x.	x..x.	.	.	.
4587 : 	T ....x	R .x.x.	37	1	13	18	16	30	15	23	38	30	1	9	xx..x	x..x.	x	.	x
4588 : 	U xxx..	I .xx..	38	2	14	19	17	31	16	24	39	31	2	10	xx..x	.x..x	x	x	x
4589 : 	A xx...	E x....	39	3	15	20	18	32	17	25	40	32	3	11	x..xx	xx.xx	.	.	.
4590 : 	H ..x.x	R .x.x.	40	4	16	21	19	33	17	25	40	32	3	11	x.x..	xx.xx	.	.	x
4591 : 	. ..x..	T ....x	41	5	17	22	20	34	17	26	41	33	4	12	.xx.x	.x...	.	.	x
4592 : 	G .x.xx	E x....	1	6	18	23	21	35	17	27	42	34	5	13	.xxxx	x.x..	x	.	.
